AccidentDate,Timing,State,WeatherCondition,RoadCondition,Deaths,Reason
2006-12-08,Night,Karnataka,Rainy,Under Construction,2,Drunk Driving
2016-04-14,Evening,Mizoram,Foggy,Rough,0,Mechanical Failure
2002-05-06,Afternoon,Arunachal Pradesh,Clear,Under Construction,10,Mechanical Failure
2010-06-12,Morning,Odisha,Foggy,Under Construction,10,Mechanical Failure
2010-11-06,Evening,Madhya Pradesh,Foggy,Fine,10,Road Conditions
2000-06-13,Morning,West Bengal,Foggy,Fine,6,Speeding
2012-05-23,Morning,Tamil Nadu,Clear,Fine,10,Speeding
2005-07-15,Night,Gujarat,Foggy,Under Construction,4,Poor Visibility
2002-04-17,Afternoon,Assam,Clear,Under Construction,5,Driver Fatigue
2014-09-13,Afternoon,Karnataka,Clear,Under Construction,2,Distracted Driving
2015-09-29,Evening,Haryana,Foggy,Under Construction,6,Mechanical Failure
2000-08-25,Morning,Jharkhand,Clear,Under Construction,2,Weather Conditions
2009-04-06,Morning,Telangana,Clear,Fine,6,Driver Fatigue
2009-06-26,Evening,Punjab,Foggy,Fine,3,Road Conditions
2013-10-26,Afternoon,Kerala,Foggy,Rough,4,Mechanical Failure
2014-10-26,Afternoon,Tamil Nadu,Foggy,Fine,8,Drunk Driving
2005-05-02,Night,Chhattisgarh,Foggy,Rough,6,Reckless Driving
2004-07-26,Night,Himachal Pradesh,Foggy,Fine,6,Road Conditions
2013-01-03,Evening,Jharkhand,Clear,Under Construction,6,Drunk Driving
2018-09-16,Night,Sikkim,Foggy,Fine,2,Poor Visibility
2012-08-01,Afternoon,Mizoram,Clear,Rough,3,Poor Visibility
2015-05-20,Morning,Maharashtra,Clear,Under Construction,2,Distracted Driving
2015-06-03,Morning,Jharkhand,Foggy,Fine,4,Reckless Driving
2001-08-27,Afternoon,Maharashtra,Clear,Under Construction,6,Weather Conditions
2006-11-16,Afternoon,Kerala,Clear,Fine,3,Weather Conditions
2001-06-25,Morning,Jharkhand,Foggy,Fine,8,Reckless Driving
2021-06-28,Morning,Mizoram,Foggy,Fine,9,Weather Conditions
2007-10-24,Morning,Tamil Nadu,Rainy,Fine,1,Poor Visibility
2010-02-23,Night,Meghalaya,Rainy,Fine,2,Road Conditions
2010-04-02,Afternoon,Uttarakhand,Foggy,Under Construction,2,Speeding
2005-03-14,Afternoon,Sikkim,Foggy,Under Construction,2,Driver Fatigue
2012-04-28,Night,Arunachal Pradesh,Clear,Fine,5,Poor Visibility
2000-10-13,Afternoon,Manipur,Rainy,Rough,4,Mechanical Failure
2001-08-26,Evening,Mizoram,Rainy,Fine,7,Speeding
2004-06-18,Night,Maharashtra,Rainy,Fine,7,Reckless Driving
2018-11-23,Morning,Arunachal Pradesh,Foggy,Rough,0,Distracted Driving
2012-08-14,Morning,Sikkim,Foggy,Rough,7,Driver Fatigue
2007-02-26,Night,Nagaland,Clear,Fine,6,Mechanical Failure
2001-02-12,Morning,Karnataka,Clear,Under Construction,2,Mechanical Failure
2003-10-13,Evening,Mizoram,Foggy,Fine,0,Speeding
2015-05-16,Afternoon,Kerala,Foggy,Rough,3,Distracted Driving
2005-10-30,Afternoon,Uttar Pradesh,Clear,Under Construction,6,Weather Conditions
2000-05-28,Evening,Punjab,Foggy,Fine,3,Drunk Driving
2015-06-11,Morning,Haryana,Clear,Under Construction,8,Poor Visibility
2004-04-15,Morning,Meghalaya,Clear,Under Construction,3,Poor Visibility
2007-10-11,Night,Andhra Pradesh,Rainy,Rough,0,Poor Visibility
2016-01-08,Afternoon,Assam,Foggy,Fine,1,Drunk Driving
2000-09-25,Afternoon,Himachal Pradesh,Clear,Under Construction,5,Road Conditions
2002-07-11,Night,West Bengal,Clear,Under Construction,3,Mechanical Failure
2004-05-29,Evening,Nagaland,Foggy,Rough,8,Reckless Driving
2008-04-14,Night,Gujarat,Rainy,Rough,7,Mechanical Failure
2010-11-15,Night,West Bengal,Rainy,Rough,5,Road Conditions
2000-12-17,Night,Gujarat,Clear,Fine,8,Speeding
2023-02-19,Morning,West Bengal,Rainy,Under Construction,8,Poor Visibility
2000-12-27,Night,Himachal Pradesh,Clear,Under Construction,5,Reckless Driving
2008-12-13,Afternoon,Mizoram,Rainy,Under Construction,2,Weather Conditions
2017-11-21,Afternoon,Rajasthan,Foggy,Fine,5,Drunk Driving
2016-06-05,Evening,Andhra Pradesh,Clear,Under Construction,2,Speeding
2018-05-30,Evening,Himachal Pradesh,Clear,Fine,5,Weather Conditions
2022-04-20,Afternoon,Rajasthan,Rainy,Under Construction,0,Weather Conditions
2019-11-04,Evening,Karnataka,Rainy,Under Construction,8,Road Conditions
2022-09-01,Morning,Chhattisgarh,Rainy,Under Construction,9,Driver Fatigue
2012-05-07,Night,Punjab,Foggy,Rough,7,Weather Conditions
2008-01-31,Evening,Arunachal Pradesh,Clear,Rough,10,Speeding
2004-07-11,Night,West Bengal,Rainy,Rough,7,Road Conditions
2002-01-06,Afternoon,Jharkhand,Foggy,Fine,4,Drunk Driving
2014-08-31,Night,Karnataka,Rainy,Fine,5,Driver Fatigue
2005-05-01,Morning,Chhattisgarh,Clear,Under Construction,9,Distracted Driving
2011-12-05,Evening,Tamil Nadu,Foggy,Rough,7,Poor Visibility
2010-11-17,Afternoon,Karnataka,Clear,Rough,9,Drunk Driving
2020-10-06,Night,Tamil Nadu,Rainy,Under Construction,3,Distracted Driving
2017-08-02,Evening,Nagaland,Clear,Under Construction,7,Distracted Driving
2014-06-07,Night,Chhattisgarh,Clear,Rough,3,Speeding
2016-10-26,Night,Madhya Pradesh,Foggy,Rough,8,Reckless Driving
2008-06-04,Night,Andhra Pradesh,Rainy,Fine,10,Weather Conditions
2011-12-24,Morning,West Bengal,Foggy,Under Construction,6,Driver Fatigue
2022-06-13,Morning,Goa,Rainy,Rough,0,Weather Conditions
2013-08-12,Evening,Manipur,Rainy,Under Construction,9,Reckless Driving
2016-10-13,Afternoon,Jharkhand,Foggy,Under Construction,0,Driver Fatigue
2015-05-30,Evening,Himachal Pradesh,Clear,Rough,8,Drunk Driving
2002-09-02,Night,Kerala,Foggy,Under Construction,7,Speeding
2023-06-02,Night,Assam,Rainy,Under Construction,10,Distracted Driving
2021-05-17,Night,Haryana,Foggy,Under Construction,4,Weather Conditions
2014-04-21,Afternoon,Madhya Pradesh,Foggy,Rough,0,Mechanical Failure
2017-02-11,Night,Manipur,Rainy,Rough,9,Drunk Driving
2009-07-18,Morning,Nagaland,Foggy,Under Construction,2,Reckless Driving
2003-03-09,Night,Uttarakhand,Clear,Under Construction,7,Weather Conditions
2014-10-13,Afternoon,Telangana,Clear,Rough,5,Speeding
2011-11-16,Night,Odisha,Foggy,Under Construction,1,Poor Visibility
2006-03-18,Night,Karnataka,Clear,Fine,4,Driver Fatigue
2022-05-13,Afternoon,Rajasthan,Clear,Fine,7,Mechanical Failure
2013-06-12,Afternoon,Punjab,Clear,Under Construction,7,Driver Fatigue
2012-03-02,Morning,Odisha,Foggy,Fine,7,Road Conditions
2010-03-30,Evening,Jharkhand,Rainy,Fine,10,Distracted Driving
2014-11-26,Morning,Kerala,Rainy,Rough,4,Road Conditions
2008-04-18,Night,Bihar,Rainy,Under Construction,10,Speeding
2022-01-13,Night,Meghalaya,Clear,Fine,5,Speeding
2022-01-28,Afternoon,Chhattisgarh,Rainy,Rough,4,Poor Visibility
2004-04-08,Morning,Haryana,Rainy,Rough,0,Reckless Driving
2002-04-19,Night,Uttarakhand,Foggy,Under Construction,0,Distracted Driving
2006-07-20,Evening,Assam,Rainy,Fine,10,Mechanical Failure
2015-07-16,Afternoon,Gujarat,Clear,Under Construction,7,Driver Fatigue
2006-06-21,Afternoon,Gujarat,Clear,Rough,3,Road Conditions
2002-08-26,Afternoon,Tripura,Clear,Fine,3,Road Conditions
2014-08-18,Afternoon,Chhattisgarh,Rainy,Rough,6,Poor Visibility
2019-11-20,Evening,Manipur,Foggy,Fine,3,Poor Visibility
2023-10-22,Evening,Goa,Rainy,Under Construction,0,Driver Fatigue
2015-10-01,Evening,Karnataka,Rainy,Under Construction,1,Reckless Driving
2020-03-19,Afternoon,Gujarat,Rainy,Rough,3,Mechanical Failure
2006-04-14,Morning,Uttarakhand,Rainy,Under Construction,0,Poor Visibility
2003-11-15,Night,West Bengal,Foggy,Under Construction,7,Poor Visibility
2009-09-01,Morning,Goa,Clear,Under Construction,6,Driver Fatigue
2010-08-30,Night,Goa,Foggy,Fine,10,Distracted Driving
2016-07-13,Afternoon,Haryana,Foggy,Rough,3,Drunk Driving
2000-12-20,Morning,Rajasthan,Clear,Rough,1,Driver Fatigue
2007-04-20,Morning,Jharkhand,Clear,Under Construction,2,Poor Visibility
2001-05-08,Morning,Himachal Pradesh,Clear,Fine,9,Road Conditions
2005-07-28,Afternoon,Odisha,Clear,Rough,7,Distracted Driving
2012-12-23,Night,Karnataka,Foggy,Under Construction,8,Weather Conditions
2006-07-15,Afternoon,Chhattisgarh,Clear,Fine,4,Distracted Driving
2020-03-22,Morning,Gujarat,Clear,Rough,2,Distracted Driving
2019-07-15,Night,Uttarakhand,Clear,Fine,1,Road Conditions
2022-02-19,Afternoon,Rajasthan,Rainy,Rough,8,Weather Conditions
2008-11-18,Night,Uttar Pradesh,Foggy,Under Construction,4,Distracted Driving
2009-04-17,Night,Sikkim,Rainy,Under Construction,1,Drunk Driving
2004-02-08,Evening,Meghalaya,Rainy,Under Construction,10,Driver Fatigue
2013-06-29,Night,Rajasthan,Clear,Under Construction,2,Poor Visibility
2018-10-17,Night,Meghalaya,Foggy,Under Construction,0,Reckless Driving
2008-09-22,Evening,Nagaland,Rainy,Under Construction,10,Drunk Driving
2009-03-22,Night,Karnataka,Rainy,Rough,8,Speeding
2018-12-24,Night,Sikkim,Rainy,Under Construction,9,Weather Conditions
2020-05-28,Night,Uttarakhand,Rainy,Under Construction,5,Poor Visibility
2006-07-01,Morning,Madhya Pradesh,Rainy,Fine,5,Poor Visibility
2019-09-17,Morning,Tripura,Foggy,Rough,2,Distracted Driving
2021-04-19,Night,Nagaland,Foggy,Under Construction,2,Poor Visibility
2004-09-24,Evening,Jharkhand,Rainy,Under Construction,3,Speeding
2002-06-03,Afternoon,Nagaland,Clear,Under Construction,3,Road Conditions
2011-07-14,Evening,Manipur,Foggy,Rough,5,Weather Conditions
2013-05-08,Afternoon,Nagaland,Clear,Rough,9,Road Conditions
2012-06-05,Morning,Odisha,Foggy,Under Construction,9,Drunk Driving
2005-10-06,Afternoon,Haryana,Rainy,Rough,10,Drunk Driving
2005-05-30,Morning,Tripura,Clear,Under Construction,5,Weather Conditions
2002-11-19,Afternoon,Arunachal Pradesh,Foggy,Under Construction,8,Drunk Driving
2014-02-23,Afternoon,Karnataka,Rainy,Fine,6,Reckless Driving
2019-08-21,Afternoon,Tripura,Rainy,Under Construction,10,Weather Conditions
2009-11-04,Afternoon,Madhya Pradesh,Rainy,Under Construction,5,Drunk Driving
2008-04-28,Evening,Sikkim,Foggy,Under Construction,0,Weather Conditions
2002-03-17,Afternoon,Uttarakhand,Rainy,Fine,6,Mechanical Failure
2000-06-02,Night,Arunachal Pradesh,Rainy,Under Construction,3,Distracted Driving
2012-12-26,Evening,Nagaland,Foggy,Rough,6,Weather Conditions
2001-07-16,Night,Andhra Pradesh,Rainy,Fine,2,Poor Visibility
2013-05-30,Night,Karnataka,Foggy,Fine,1,Road Conditions
2000-10-02,Night,Haryana,Rainy,Rough,3,Speeding
2007-07-02,Morning,Nagaland,Rainy,Under Construction,9,Driver Fatigue
2011-05-21,Night,Punjab,Rainy,Under Construction,5,Road Conditions
2019-04-23,Afternoon,Kerala,Foggy,Under Construction,1,Reckless Driving
2001-12-15,Night,Assam,Clear,Under Construction,6,Weather Conditions
2004-08-10,Morning,Mizoram,Foggy,Under Construction,6,Reckless Driving
2018-10-16,Morning,Nagaland,Clear,Rough,5,Mechanical Failure
2011-07-21,Night,Bihar,Rainy,Fine,5,Distracted Driving
2021-04-24,Evening,Telangana,Foggy,Under Construction,2,Speeding
2014-04-11,Night,Madhya Pradesh,Clear,Rough,6,Poor Visibility
2011-01-01,Evening,Himachal Pradesh,Foggy,Under Construction,10,Driver Fatigue
2002-12-18,Afternoon,Maharashtra,Foggy,Fine,10,Drunk Driving
2023-03-21,Morning,Jharkhand,Foggy,Rough,2,Mechanical Failure
2023-06-26,Night,Bihar,Rainy,Fine,2,Mechanical Failure
2010-10-24,Morning,Jharkhand,Clear,Fine,9,Road Conditions
2013-09-28,Afternoon,Chhattisgarh,Clear,Fine,6,Weather Conditions
2004-12-28,Evening,Karnataka,Foggy,Under Construction,10,Weather Conditions
2006-06-05,Morning,Uttar Pradesh,Rainy,Under Construction,7,Driver Fatigue
2005-02-15,Afternoon,Arunachal Pradesh,Clear,Rough,2,Weather Conditions
2011-04-21,Night,Assam,Clear,Under Construction,1,Distracted Driving
2006-07-28,Night,Mizoram,Clear,Rough,5,Drunk Driving
2018-09-19,Afternoon,Tripura,Rainy,Rough,5,Mechanical Failure
2013-09-30,Evening,West Bengal,Rainy,Rough,5,Reckless Driving
2018-12-02,Afternoon,Kerala,Clear,Fine,6,Weather Conditions
2008-12-30,Afternoon,Uttarakhand,Clear,Fine,5,Road Conditions
2004-06-03,Night,Assam,Rainy,Under Construction,8,Poor Visibility
2007-06-12,Morning,Nagaland,Clear,Under Construction,5,Drunk Driving
2016-09-21,Night,Jharkhand,Clear,Fine,3,Driver Fatigue
2003-06-26,Night,Uttar Pradesh,Rainy,Rough,8,Distracted Driving
2013-06-14,Evening,Haryana,Foggy,Fine,4,Drunk Driving
2007-01-11,Evening,Goa,Foggy,Rough,7,Weather Conditions
2001-03-01,Night,Meghalaya,Clear,Rough,0,Driver Fatigue
2010-04-24,Night,Rajasthan,Clear,Rough,3,Weather Conditions
2007-12-05,Afternoon,Jharkhand,Clear,Rough,8,Mechanical Failure
2002-12-30,Afternoon,Madhya Pradesh,Foggy,Fine,5,Driver Fatigue
2010-09-26,Morning,Uttar Pradesh,Clear,Under Construction,9,Distracted Driving
2017-05-04,Afternoon,Karnataka,Foggy,Fine,9,Weather Conditions
2003-05-20,Afternoon,Meghalaya,Clear,Fine,8,Reckless Driving
2004-04-17,Morning,Assam,Foggy,Rough,8,Weather Conditions
2000-05-31,Night,Nagaland,Rainy,Rough,6,Speeding
2018-06-02,Night,Madhya Pradesh,Clear,Rough,6,Drunk Driving
2019-12-05,Night,Meghalaya,Rainy,Fine,4,Distracted Driving
2021-03-12,Morning,Manipur,Rainy,Under Construction,3,Drunk Driving
2009-01-18,Morning,Nagaland,Clear,Under Construction,5,Weather Conditions
2020-07-01,Afternoon,Maharashtra,Clear,Fine,0,Driver Fatigue
2018-01-17,Night,Haryana,Foggy,Rough,7,Mechanical Failure
2000-11-28,Afternoon,Goa,Foggy,Rough,6,Speeding
2001-03-26,Evening,Andhra Pradesh,Rainy,Rough,9,Road Conditions
2006-09-18,Night,Jharkhand,Foggy,Under Construction,6,Speeding
2003-01-01,Morning,Sikkim,Clear,Fine,9,Mechanical Failure
2002-07-08,Morning,Himachal Pradesh,Rainy,Fine,1,Road Conditions
2021-07-21,Night,Gujarat,Rainy,Fine,5,Speeding
2009-10-25,Afternoon,Karnataka,Foggy,Fine,0,Distracted Driving
2011-11-13,Night,Chhattisgarh,Clear,Under Construction,8,Poor Visibility
2017-02-12,Morning,Odisha,Foggy,Under Construction,0,Road Conditions
2004-12-12,Afternoon,Sikkim,Rainy,Under Construction,0,Poor Visibility
2015-09-19,Night,Rajasthan,Foggy,Under Construction,5,Reckless Driving
2018-07-23,Morning,Gujarat,Rainy,Under Construction,3,Distracted Driving
2001-07-20,Morning,Chhattisgarh,Foggy,Fine,10,Distracted Driving
2023-09-12,Morning,Maharashtra,Clear,Under Construction,6,Mechanical Failure
2001-11-10,Evening,Jharkhand,Rainy,Fine,8,Reckless Driving
2014-10-12,Evening,Arunachal Pradesh,Foggy,Fine,3,Weather Conditions
2016-11-14,Afternoon,Maharashtra,Clear,Fine,2,Poor Visibility
2010-08-04,Evening,Madhya Pradesh,Foggy,Under Construction,0,Mechanical Failure
2020-10-23,Night,Assam,Rainy,Fine,1,Mechanical Failure
2023-05-18,Night,Himachal Pradesh,Rainy,Fine,4,Road Conditions
2019-05-14,Evening,Nagaland,Rainy,Under Construction,8,Distracted Driving
2013-07-31,Evening,Rajasthan,Rainy,Under Construction,0,Weather Conditions
2004-04-21,Night,Bihar,Clear,Fine,7,Distracted Driving
2017-09-07,Evening,Haryana,Foggy,Rough,7,Drunk Driving
2017-09-23,Afternoon,Meghalaya,Clear,Under Construction,0,Reckless Driving
2012-06-09,Evening,Karnataka,Rainy,Under Construction,4,Speeding
2016-04-28,Evening,Tripura,Clear,Rough,9,Drunk Driving
2023-06-03,Night,Rajasthan,Foggy,Fine,1,Weather Conditions
2019-08-02,Afternoon,Mizoram,Clear,Fine,1,Driver Fatigue
2005-11-20,Afternoon,Rajasthan,Clear,Fine,10,Poor Visibility
2021-08-08,Night,Tamil Nadu,Foggy,Under Construction,3,Reckless Driving
2013-03-23,Afternoon,Tamil Nadu,Foggy,Fine,10,Mechanical Failure
2000-07-01,Afternoon,Uttar Pradesh,Rainy,Under Construction,2,Driver Fatigue
2000-05-02,Afternoon,Chhattisgarh,Rainy,Rough,4,Weather Conditions
2010-09-26,Evening,West Bengal,Clear,Fine,1,Distracted Driving
2003-10-18,Morning,Jharkhand,Rainy,Under Construction,9,Driver Fatigue
2008-05-20,Morning,Rajasthan,Clear,Rough,8,Poor Visibility
2009-04-07,Night,Himachal Pradesh,Foggy,Fine,4,Distracted Driving
2013-07-10,Night,Bihar,Clear,Fine,5,Mechanical Failure
2023-10-13,Morning,Rajasthan,Rainy,Fine,10,Poor Visibility
2021-08-23,Evening,Sikkim,Rainy,Rough,3,Poor Visibility
2008-09-02,Evening,Nagaland,Foggy,Rough,10,Reckless Driving
2011-05-24,Night,Madhya Pradesh,Clear,Under Construction,0,Distracted Driving
2020-09-22,Night,Assam,Clear,Under Construction,0,Drunk Driving
2015-12-14,Morning,Punjab,Clear,Fine,10,Distracted Driving
2020-01-29,Night,Assam,Foggy,Under Construction,6,Mechanical Failure
2009-01-04,Morning,Chhattisgarh,Rainy,Under Construction,8,Mechanical Failure
2007-10-25,Afternoon,Maharashtra,Clear,Rough,8,Road Conditions
2001-09-04,Afternoon,Bihar,Foggy,Under Construction,10,Poor Visibility
2015-01-29,Evening,Sikkim,Rainy,Rough,1,Speeding
2015-05-03,Evening,Punjab,Clear,Fine,7,Reckless Driving
2000-07-12,Evening,Mizoram,Rainy,Rough,3,Drunk Driving
2015-12-23,Afternoon,Nagaland,Clear,Under Construction,10,Driver Fatigue
2018-03-16,Morning,West Bengal,Foggy,Under Construction,9,Distracted Driving
2022-10-13,Night,Telangana,Clear,Fine,7,Weather Conditions
2007-09-06,Evening,Tamil Nadu,Rainy,Fine,0,Reckless Driving
2014-02-24,Evening,Odisha,Clear,Under Construction,2,Distracted Driving
2006-11-10,Night,Tripura,Rainy,Fine,10,Distracted Driving
2009-06-25,Afternoon,Arunachal Pradesh,Clear,Fine,6,Weather Conditions
2004-04-03,Morning,Sikkim,Foggy,Rough,2,Poor Visibility
2007-10-23,Night,Odisha,Clear,Fine,6,Weather Conditions
2004-07-22,Morning,Arunachal Pradesh,Clear,Under Construction,6,Road Conditions
2016-08-07,Afternoon,Madhya Pradesh,Foggy,Fine,2,Reckless Driving
2000-10-09,Night,Andhra Pradesh,Foggy,Rough,3,Drunk Driving
2010-08-23,Morning,Kerala,Rainy,Under Construction,9,Speeding
2014-09-28,Afternoon,Madhya Pradesh,Clear,Under Construction,3,Distracted Driving
2016-10-23,Evening,Uttar Pradesh,Rainy,Under Construction,9,Reckless Driving
2001-11-01,Evening,Uttar Pradesh,Rainy,Fine,2,Reckless Driving
2022-10-09,Night,Gujarat,Foggy,Rough,9,Driver Fatigue
2009-10-27,Afternoon,Tripura,Rainy,Fine,5,Weather Conditions
2005-01-14,Morning,Manipur,Clear,Rough,1,Drunk Driving
2020-02-04,Afternoon,Telangana,Foggy,Rough,6,Driver Fatigue
2007-01-05,Afternoon,Madhya Pradesh,Clear,Fine,9,Drunk Driving
2004-06-12,Night,Tripura,Foggy,Fine,7,Drunk Driving
2006-12-24,Night,Gujarat,Foggy,Rough,5,Mechanical Failure
2020-03-09,Afternoon,Himachal Pradesh,Foggy,Rough,1,Poor Visibility
2001-02-23,Afternoon,Haryana,Clear,Fine,0,Drunk Driving
2000-08-26,Night,Himachal Pradesh,Rainy,Under Construction,7,Speeding
2020-10-14,Night,Tamil Nadu,Rainy,Rough,0,Reckless Driving
2013-05-05,Night,Tripura,Clear,Under Construction,1,Poor Visibility
2021-10-03,Night,Madhya Pradesh,Foggy,Under Construction,7,Poor Visibility
2006-01-20,Night,Uttarakhand,Foggy,Under Construction,5,Weather Conditions
2008-03-26,Afternoon,Manipur,Clear,Fine,1,Weather Conditions
2012-10-09,Afternoon,Telangana,Clear,Fine,4,Poor Visibility
2015-04-28,Night,Rajasthan,Clear,Fine,8,Driver Fatigue
2012-07-28,Morning,Jharkhand,Rainy,Under Construction,6,Road Conditions
2007-10-11,Night,Punjab,Foggy,Rough,10,Driver Fatigue
2009-10-18,Afternoon,Manipur,Rainy,Under Construction,3,Driver Fatigue
2008-11-29,Evening,Andhra Pradesh,Rainy,Rough,3,Weather Conditions
2008-06-18,Morning,Tamil Nadu,Foggy,Fine,6,Poor Visibility
2022-05-28,Night,Karnataka,Foggy,Rough,4,Reckless Driving
2004-01-07,Night,Telangana,Clear,Under Construction,0,Speeding
2005-07-23,Afternoon,Madhya Pradesh,Foggy,Rough,9,Speeding
2014-11-26,Afternoon,Kerala,Rainy,Fine,1,Road Conditions
2002-06-25,Night,Uttar Pradesh,Clear,Under Construction,3,Reckless Driving
2002-01-07,Evening,Andhra Pradesh,Clear,Rough,5,Distracted Driving
2015-11-12,Night,Tripura,Rainy,Fine,7,Speeding
2009-03-11,Morning,Odisha,Foggy,Under Construction,2,Reckless Driving
2018-07-01,Afternoon,Manipur,Rainy,Fine,7,Mechanical Failure
2004-03-27,Morning,Telangana,Clear,Fine,8,Speeding
2022-12-31,Morning,Goa,Foggy,Rough,6,Road Conditions
2019-08-12,Evening,Karnataka,Rainy,Rough,0,Mechanical Failure
2001-04-11,Morning,Jharkhand,Rainy,Under Construction,0,Road Conditions
2007-04-08,Morning,Uttarakhand,Foggy,Fine,8,Driver Fatigue
2003-12-25,Morning,Punjab,Clear,Under Construction,9,Mechanical Failure
2005-11-22,Evening,Sikkim,Foggy,Under Construction,0,Driver Fatigue
2020-08-27,Night,Maharashtra,Rainy,Rough,6,Poor Visibility
2015-12-14,Morning,Assam,Foggy,Under Construction,7,Speeding
2000-07-08,Morning,Madhya Pradesh,Foggy,Under Construction,7,Poor Visibility
2011-02-05,Evening,Telangana,Clear,Fine,6,Poor Visibility
2004-11-20,Morning,Telangana,Rainy,Under Construction,0,Distracted Driving
2013-05-30,Evening,Tamil Nadu,Rainy,Rough,6,Poor Visibility
2020-03-19,Afternoon,Sikkim,Clear,Rough,9,Poor Visibility
2009-09-07,Night,Odisha,Foggy,Under Construction,5,Road Conditions
2016-10-06,Night,Maharashtra,Rainy,Under Construction,6,Weather Conditions
2002-05-05,Evening,Uttar Pradesh,Foggy,Rough,5,Distracted Driving
2004-05-28,Morning,Himachal Pradesh,Foggy,Fine,7,Distracted Driving
2020-09-08,Night,West Bengal,Foggy,Fine,9,Speeding
2003-01-22,Morning,Odisha,Foggy,Under Construction,3,Poor Visibility
2000-05-14,Afternoon,Karnataka,Foggy,Rough,7,Road Conditions
2007-02-12,Morning,Rajasthan,Foggy,Under Construction,0,Poor Visibility
2011-10-14,Evening,Manipur,Clear,Under Construction,9,Weather Conditions
2012-06-11,Evening,Haryana,Foggy,Under Construction,1,Mechanical Failure
2011-08-15,Morning,Jharkhand,Foggy,Under Construction,8,Road Conditions
2017-07-13,Morning,Assam,Foggy,Under Construction,1,Weather Conditions
2013-07-03,Morning,Telangana,Foggy,Under Construction,9,Mechanical Failure
2015-06-18,Evening,Jharkhand,Rainy,Under Construction,10,Drunk Driving
2005-05-19,Morning,Uttar Pradesh,Foggy,Fine,2,Distracted Driving
2000-08-15,Evening,Karnataka,Rainy,Rough,10,Poor Visibility
2010-02-02,Night,Sikkim,Rainy,Under Construction,10,Poor Visibility
2011-06-28,Night,Karnataka,Clear,Rough,3,Reckless Driving
2004-02-20,Afternoon,Uttarakhand,Foggy,Under Construction,2,Drunk Driving
2021-12-12,Morning,Madhya Pradesh,Clear,Rough,5,Reckless Driving
2014-04-22,Night,Goa,Foggy,Under Construction,1,Distracted Driving
2001-06-24,Night,Rajasthan,Rainy,Under Construction,2,Poor Visibility
2000-10-18,Afternoon,Meghalaya,Rainy,Rough,2,Poor Visibility
2020-03-15,Night,Odisha,Foggy,Rough,0,Poor Visibility
2023-01-15,Evening,Uttar Pradesh,Foggy,Fine,6,Driver Fatigue
2003-11-12,Night,Bihar,Foggy,Fine,5,Speeding
2009-07-18,Morning,Himachal Pradesh,Rainy,Fine,10,Mechanical Failure
2012-10-22,Afternoon,Assam,Rainy,Under Construction,7,Weather Conditions
2005-09-16,Night,Gujarat,Clear,Rough,2,Driver Fatigue
2002-05-19,Afternoon,Tamil Nadu,Clear,Under Construction,7,Driver Fatigue
2004-09-26,Morning,Nagaland,Foggy,Rough,1,Speeding
2011-01-28,Night,Chhattisgarh,Rainy,Under Construction,10,Drunk Driving
2023-06-18,Afternoon,Gujarat,Rainy,Under Construction,2,Distracted Driving
2002-12-26,Evening,Chhattisgarh,Rainy,Fine,0,Speeding
2014-04-03,Morning,Jharkhand,Foggy,Fine,5,Speeding
2016-04-12,Night,Rajasthan,Foggy,Under Construction,9,Reckless Driving
2018-09-05,Evening,Andhra Pradesh,Rainy,Under Construction,9,Distracted Driving
2001-10-25,Evening,Tamil Nadu,Foggy,Rough,10,Drunk Driving
2006-12-22,Morning,Telangana,Clear,Fine,7,Poor Visibility
2008-05-31,Night,Rajasthan,Clear,Fine,6,Poor Visibility
2016-06-12,Night,Uttar Pradesh,Foggy,Under Construction,10,Driver Fatigue
2008-03-28,Afternoon,Jharkhand,Clear,Rough,10,Weather Conditions
2000-03-03,Evening,Odisha,Clear,Under Construction,8,Driver Fatigue
2009-09-24,Evening,Punjab,Foggy,Rough,5,Mechanical Failure
2007-02-15,Afternoon,Tamil Nadu,Foggy,Rough,5,Distracted Driving
2006-11-26,Morning,Jharkhand,Clear,Fine,5,Reckless Driving
2002-06-28,Morning,Maharashtra,Rainy,Rough,7,Reckless Driving
2020-02-26,Evening,Rajasthan,Foggy,Under Construction,0,Poor Visibility
2009-03-04,Morning,Mizoram,Rainy,Rough,9,Drunk Driving
2023-11-03,Morning,Chhattisgarh,Foggy,Rough,1,Reckless Driving
2008-01-25,Night,Karnataka,Foggy,Rough,0,Weather Conditions
2023-05-17,Night,West Bengal,Rainy,Under Construction,7,Road Conditions
2011-05-19,Morning,Telangana,Clear,Rough,7,Mechanical Failure
2007-03-01,Afternoon,Gujarat,Clear,Rough,7,Road Conditions
2015-10-06,Night,Goa,Foggy,Rough,3,Driver Fatigue
2022-05-30,Evening,Meghalaya,Foggy,Rough,6,Driver Fatigue
2009-10-21,Morning,West Bengal,Clear,Under Construction,5,Driver Fatigue
2000-07-30,Afternoon,Madhya Pradesh,Rainy,Fine,5,Mechanical Failure
2000-01-05,Morning,Bihar,Foggy,Under Construction,9,Driver Fatigue
2018-10-12,Morning,Rajasthan,Clear,Fine,2,Poor Visibility
2009-05-08,Morning,Nagaland,Foggy,Rough,1,Drunk Driving
2001-07-26,Afternoon,Himachal Pradesh,Foggy,Rough,1,Weather Conditions
